ID,N°,Tipo,T,Quechua,Traducción,Sentimiento
B224,224,Oración,S,Sapa tuta kanmi runakuna tusuq lloqsinku hinaspa ch´awata ruwanku,Todas las noches hay personas que salen a divertirse y hacen escándolos en las calles.,ABURRIDO
B225,225,Oración,S,Sapa p´unchay hampina wasipi onqosqa runakuna wañunku.,Todos los días en el hospital hay personas enfermas que mueren.,ABURRIDO
B226,226,Oración,S,Erqekunapas anchatan chhulliwan ratachikushanku.,Tambien los niños se estan contagiando mucho con la gripe.,ABURRIDO
B227,227,Oración,S,"Runakuna mana mikhuna mikhunankupaq kanchu, ñanpin qolqeta mañakunku.","Las personas que no tienen comida para comer, usualmente piden dinero en la calle.",ABURRIDO
B228,228,Oración,S,Hampiqkuna ñan sayk´usqaña kanku chanin onqoqkunata hampispa.,Los médicos ya estan cansados de atender a tantos enfermos por la pandemia.,ABURRIDO
B229,229,Oración,S,Hampiq yanapaqkunaqa onqosqa machuchakunata payachakunata yanapanku mayninpi wañupunku.,Las enfermeras atienden a los abuelitos muy enfermos que aveces se mueren.,ABURRIDO
B230,230,Oración,S,Ashkha erqekunan kan sichus mana allinta qhawanku chayqa chinkapunkun mana hayk´aqpas tarinkuchu.,Hay muchos niños que sino los cuidan bien simplemente se pierden y nunca lo encuentran.,ABURRIDO
S001,1,Palabra,W,Chiri,Frío,ADORMILADO
S002,2,Palabra,W,Chuchu,Duro,ADORMILADO
S003,3,Palabra,W,Lliklla,Manta,ADORMILADO
S004,4,Palabra,W,Wist´u,Cojo,ADORMILADO
S005,5,Palabra,W,Llant´a,Leña,ADORMILADO
S006,6,Palabra,W,T´oqo,Hoyo,ADORMILADO
S007,7,Palabra,W,Pichinku,Gorrión,ADORMILADO
S008,8,Palabra,W,Ninri,Oreja,ADORMILADO
S009,9,Palabra,W,Poqo,Maduro,ADORMILADO
S010,10,Palabra,W,Ñuqñu,Requesón,ADORMILADO
S011,11,Palabra,W,Llulla,Mentirosa,ADORMILADO
S012,12,Palabra,W,Qosa,Marido,ADORMILADO
S013,13,Palabra,W,Kachi,Sal,ADORMILADO
S014,14,Palabra,W,Pisqo,Jilguero,ADORMILADO
S015,15,Palabra,W,Misk’i,Dulce,ADORMILADO
S016,16,Palabra,W,Q’ayma,Desabrido,ADORMILADO
S017,17,Palabra,W,Qanra,"Sucio, muy cochino",ADORMILADO
S018,18,Palabra,W,Sumaq,Bonito,ADORMILADO
S019,19,Palabra,W,Ch’uya,"Limpio,claro",ADORMILADO
S020,20,Palabra,W,P’oshqo,Salado,ADORMILADO
S021,21,Palabra,W,Millay,Feo,ADORMILADO
S022,22,Palabra,W,Hatun,Grande,ADORMILADO
S023,23,Palabra,W,Huch´uy,Pequeño,ADORMILADO
S024,24,Palabra,W,Rakhu,Grueso,ADORMILADO
S025,25,Palabra,W,K´ikllu,Angosto,ADORMILADO
S026,26,Palabra,W,Nishu,Demasiado,ADORMILADO
S027,27,Palabra,W,Samp’a,Liviano,ADORMILADO
S028,28,Palabra,W,Uma nanay,Dolor de cabeza,ADORMILADO
S029,29,Palabra,W,Q’oñichiy,Hacer calentar,ADORMILADO
S030,30,Palabra,W,Ruphachiy,Hacer quemar,ADORMILADO
S031,31,Palabra,W,T’impuchiy,Hacer hervir,ADORMILADO
S032,32,Palabra,W,Watuy,"Visitar, extrañar",ADORMILADO
S033,33,Palabra,W,Tapuy,Preguntar,ADORMILADO
S034,34,Palabra,W,Kuchuy,Cortar,ADORMILADO
S035,35,Palabra,W,Runkhiy,Sacar cascara gruesa,ADORMILADO
S036,36,Palabra,W,Phukuy,Soplar,ADORMILADO
S037,37,Palabra,W,T’eqway,Pelar,ADORMILADO
S038,38,Palabra,W,Hank’ay,Tostar,ADORMILADO
S039,39,Palabra,W,Mishk’ichay,Endulzar,ADORMILADO
S040,40,Palabra,W,Malliy,Lavar mano,ADORMILADO
S041,41,Palabra,W,Teqtichiy,Freír,ADORMILADO
S042,42,Palabra,W,Chirichay,Hacer enfriar,ADORMILADO
S043,43,Oración,S,Manan allinchu kanki,No estoy bien,ADORMILADO
S044,44,Oración,S,Qan killikachaq kanki,Tú eres ingeniero,ADORMILADO
S045,45,Oración,S,Qan sumaq harawikunata qhelqanki,Tú escribes hermosas poesías,ADORMILADO
S046,46,Oración,S,Anta situwa killapi rimanku,Ellos hablan en el mes de julio,ADORMILADO
S047,47,Oración,S,Wallpata Qhapaq raymi killapi mikhuni,Como gallina en diciembre,ADORMILADO
S048,48,Oración,S,Phuyukuna teqsimuyupi qhawasqanchis wayrapi unu sut´ukunan tuytuqmi kanku,Las nubes que vemos en el cielo son gotitas de agua flotando en el aire.,ADORMILADO
S049,49,Oración,S,Suwaqnin runa llaqtamanta wanaqman purin,El hombre que robó camina desde el pueblo hacia la cárcel,ADORMILADO
S050,50,Oración,S,Tarpuq sara saramanta wasiman phawan,El agricultor corre desde el maizal hacia su casa,ADORMILADO
S051,51,Oración,S,Paykuna qochamanta rit’i orqokama purinku,Ellos caminan desde la laguna hasta el nevado,ADORMILADO
S052,52,Oración,S,Kakanku phawan,Su tío corre,ADORMILADO
S053,53,Oración,S,Ususinwan wayk´un,Cocina con su hija,ADORMILADO
S054,54,Oración,S,Churinchiskuna pukllan,Nuestro hijos juegan,ADORMILADO
S055,55,Oración,S,Qan mamanchiswan tiyanki,Tú vives con nuestra mamá,ADORMILADO
S056,56,Oración,S,Paya wawanwan pañaman rinku,La abuela y el niño van hacia la derecha,ADORMILADO
S057,57,Oración,S,Ñañaykiwan llamk´aranki,Trabajaste con tu hermana,ADORMILADO
S058,58,Oración,S,Qan paqo kanki,Tú eres sacerdote andino,ADORMILADO
S059,59,Oración,S,Noqa wawqeywan pukllani,Yo juego con mi hermano,ADORMILADO
S060,60,Oración,S,Paykuna urayman purinku,Ellos caminan hacia abajo,ADORMILADO
S061,61,Oración,S,Wawqen puñun,Su hermano duerme,ADORMILADO
S062,62,Oración,S,Payanku waqan,Su abuela llora,ADORMILADO
S063,63,Oración,S,Nishu karu kasqa,Era bastante lejos,ADORMILADO
S064,64,Oración,S,Noqa puñusaq,Yo dormiré,ADORMILADO
S065,65,Oración,S,Noqa puñusharani,Estaba durmiendo,ADORMILADO
S066,66,Oración,S,Noqayku puriq kayku,Nosotros solemos caminar,ADORMILADO
S067,67,Oración,S,Qasashanpunin,Siempre está helando,ADORMILADO
S068,68,Oración,S,Chakraypi oqata tarpuni,En mi chacra siembro oca,ADORMILADO
S069,69,Oración,S,Chakra tarpunaykupaq raymichayku,Para la siembra hacemos fiesta,ADORMILADO
S070,70,Oración,S,Peruq hatun kusi raymin,La fiesta del Perú/Día de la independencia,ADORMILADO
S071,71,Oración,S,"Chhullimanta, ch´oqhumanta hampikunapaq allin.",Es bueno para curarse de la gripe y la tos,ADORMILADO
S072,72,Oración,S,"Llaqtaypi wakata, khuchita, qowita, k´ankata, washwatawan uywanku.","En mi pueblo crian vaca, cerdo, cuy, gallo, y pato",ADORMILADO
S073,73,Oración,S,Manan taytay takirqanchu hinaqa puñuran,Mi papá no había cantado (y) así durmió,ADORMILADO
S074,74,Oración,S,Raúl riman ichaqa Rodolfo takin.,Raúl habla pero Rodolfo canta,ADORMILADO
S075,75,Oración,S,Rodolfo qochaman wichan chaymanta llaqtaman kutin,Rodolfo sube a la laguna después/luego regresa al pueblo,ADORMILADO
S076,76,Oración,S,Mayqentaq hamusqarí,Y cuál de ellos ha venido?,ADORMILADO
S077,77,Oración,S,Mayqenpas tusuchun,Que baile cualquiera,ADORMILADO
S078,78,Oración,S,Manan pipas yachayta munanchu,Nadie quiere estudiar,ADORMILADO
S079,79,Oración,S,Manan mayqenpas waka kanchu,No hay ninguna vaca,ADORMILADO
S080,80,Oración,S,"Ama hina kaychu, apamuwanki t’antata","Por favor, me traes pan",ADORMILADO
S081,81,Oración,S,Llapanku tiyashanku,Todos estan sentados,ADORMILADO
S082,82,Oración,S,Wakinchá kusikuranku,Algunos se habrán alegrado,ADORMILADO
S083,83,Oración,S,Kunanmantaqa aman rimankichu,Desde hoy no hablaras,ADORMILADO
S084,84,Oración,S,Trigomantan t’antaqa ruwakun,El pan se hace de trigo,ADORMILADO
S085,85,Oración,S,Kay washkhaqa paqpamantan,Ésta soga es de magué,ADORMILADO
S086,86,Oración,S,Llaqtaykimantan hamuni,Vengo de tu pueblo,ADORMILADO
S087,87,Oración,S,Noqa wakata michirani,Yo pastaba la vaca,ADORMILADO
S088,88,Oración,S,Maypin rumi kashan,En donde esta la piedra,ADORMILADO
S089,89,Oración,S,Ishkay killapin yachasaq,En dos meses voy a aprender,ADORMILADO
S090,90,Oración,S,Tiyuykin uywapi hamusqa,Tu tío vino en caballo,ADORMILADO
S091,91,Oración,S,Chakrapi waka kashan,La vaca está en la chakra,ADORMILADO
S092,92,Oración,S,Rodolfo wasipi  kashan,Rodolfo está en la casa,ADORMILADO
S093,93,Oración,S,Qochapi Raul waqashan,Raúl está llorando en el lago,ADORMILADO
S094,94,Oración,S,Mayupi challwata hap’inchis,Cogemos peces en el río,ADORMILADO
S095,95,Oración,S,Rit’ipi pukllanchis,Jugamos en el nevado,ADORMILADO
S096,96,Oración,S,Orqopi purinkichis,Caminan en el cerro,ADORMILADO
S097,97,Oración,S,Ñanpi wakata qatirani,Arreé la vaca en el camino,ADORMILADO
S098,98,Oración,S,Pampapi p'itanchis,Corremos en la pampa,ADORMILADO
S099,99,Oración,S,T’urupi allankichis,Escarban en el barro,ADORMILADO
S100,100,Oración,S,Sach´api chirimuya kashan,Hay chirimoya en el árbol,ADORMILADO
S101,101,Oración,S,Yunkapi takarani,Hago leña en la selva,ADORMILADO
S102,102,Oración,S,Wakaypaqmi kay q’achu,Este pasto es para mi vaca,ADORMILADO
S103,103,Oración,S,Kay wasiqa pusaq pachamanta kichakun,La oficina abre a las 8 de la mañana,ADORMILADO
S104,104,Oración,S,Manan castellanuta rimanichu,No hablo castellano.,ADORMILADO
S105,105,Oración,S,Sasachaykunkin imaymana tramitikunapaq,Tendrá problemas para otros trámites,ADORMILADO
S106,106,Oración,S,Awichuyqa ch’umpi kuchuyuqmi  kasharqan,Mi abuelo llevaba un sombrero marrón,ADORMILADO
S107,107,Oración,S,Uwihakunaqa pampapi kasharqanku,Las ovejas estaban en el campo,ADORMILADO
S108,108,Oración,S,Runa simillapi rimayta munani,Prefiero hablar solamente en quechua,ADORMILADO
S109,109,Oración,S,Killachay p’unchawmanta ch’askachay p´unchawkama llank’ani,Trabajo desde lunes hasta viernes,ADORMILADO
S110,110,Oración,S,Qan antichay p’unchaw mikhunki,Tú comes el martes,ADORMILADO
S111,111,Oración,S,Ayriway killapi pachamaman mikhuchinchis,Damos de comer a la Pachamama en el mes de abril,ADORMILADO
S112,112,Oración,S,Ichaqa  runakunaq allin kayninqa kanman kikinkuwan kusisqa kaypischá.,Tal vez la cosa que sea más importante para las personas es que sean felices con ellos mismos.,ADORMILADO
S113,113,Oración,S,Qankuna qhari willkaykichikwan mikhunkichis,Ustedes comen con su nieto,ADORMILADO
S114,114,Oración,S,Noqayku wawaykuwan takiyku,Nosotros cantamos con nuestro bebé,ADORMILADO
S115,115,Oración,S,Kunchanku michin,Su sobrino pastorea,ADORMILADO
S116,116,Oración,S,Wawqenchiswan rimaranchis,Hablamos con nuestro hermano,ADORMILADO
S117,117,Oración,S,Paykuna lloq’e punkukama rinku,Ellos van hacia la izquierda hasta la puerta,ADORMILADO
S118,118,Oración,S,Warminchis t’ikata pallanku,Nuestras esposas recogen la flor,ADORMILADO
S119,119,Oración,S,Qankuna turaykichiswan asirankichis,Ustedes se rieron con vuestro hermano,ADORMILADO
S120,120,Oración,S,Taytaykiwan rimarani,Hablé con tu papá,ADORMILADO
S121,121,Oración,S,Hatun mamayki wayk´un,Tu abuela cocina,ADORMILADO
S122,122,Oración,S,Ñawpaq runakunaqa mink’api imatapas llank’aranku,Antes la gente trabajaba por compromiso de ayuda mutua,ADORMILADO
S123,123,Oración,S,Payqa Lima llaqtapi tiyan,Ella vive en Lima,ADORMILADO
S124,124,Oración,S,Mamayki kiru hampiq,Tu mamá es dentista,ADORMILADO
S125,125,Oración,S,Pachak chaki sutuma qorachaqa ashkha saphiyuqmi,La valeriana posee muchísimas raíces,ADORMILADO
S126,126,Oración,S,Pay kiru hampiq,Él/ella es odontóloga,ADORMILADO
S127,127,Oración,S,Pisqukunaqa raprankunapi rakhu hatun phuruyuq,Las aves llevan en las alas plumas grandes y gruesas,ADORMILADO
S128,128,Oración,S,Qollpa hallp´akunapiqa kachi poqon,"En los terrenos salitrosos, la sal madura",ADORMILADO
S129,129,Oración,S,Mamay kusisqa kashan,Mi mamá está feliz,ADORMILADO
S130,130,Oración,S,Chaymantaña chukutaqa rantisunchis,Ya después compraremos el sombrero,ADORMILADO
S131,131,Oración,S,Hatun tayta mamanchiskuna llank’anku,Nuestros abuelos trabajan,ADORMILADO
S132,132,Oración,S,"Manan pipas llakikuytaqa munanchu, ichaqa allinta yachanchis saqenanchis kusikunapaq.","A nadie le gusta tener preocupaciones, pero sabemos lo bien que es deshacerse de ellos y relajarse.",ADORMILADO
S133,133,Oración,S,Runakunaqa sawnanallayuqpuni puñunchis,Todas las personas dormimos con almohada,ADORMILADO
S134,134,Oración,S,Yuraq siraraqa ch’aki ukhupaq hampin,El alacrán blanco es un remedio contra la tos convulsiva,ADORMILADO
S135,135,Oración,S,Pay taytaywan wasikama purin,Ella camina con mi papá hasta la casa,ADORMILADO
S136,136,Oración,S,Pay qollana,Él/ella es presidente,ADORMILADO
S137,137,Oración,S,Qankuna illapachay p’unchaw rimankichis,Ustedes hablan el jueves,ADORMILADO
S138,138,Oración,S,Uyaytan uphakusaq,Me lavaré la cara,ADORMILADO
S139,139,Oración,S,Lliwpuni puririsun,"Vayamos todititos, sin faltar.",ADORMILADO
S140,140,Oración,S,Huk warmi takiran,Canto una mujer,ADORMILADO
S141,141,Oración,S,Chunka runakuna rimanqa,Diez persona hablarán,ADORMILADO
S142,142,Oración,S,Llapan qharikuna llank´ashanku,Todos los varones están trabajando,ADORMILADO
S143,143,Oración,S,Payllaña purichun,Él nomás ya que camine,ADORMILADO
S144,144,Oración,S,Pisillaña yaku kasqa,Habia poquita agua,ADORMILADO
S145,145,Oración,S,Supayta aparpamuwan,Me trajeron demasiado,ADORMILADO
S146,146,Oración,S,Ashkhata mikhurparini,Comí bastante/comí harto,ADORMILADO
S147,147,Oración,S,Noqanchis p’achakusunchis,Nosotros nos vestiremos,ADORMILADO
S148,148,Oración,S,Hayk’aqmi yachanki,¿Cuándo vas a estudiar?,ADORMILADO
S149,149,Oración,S,Maypi karanki,¿Dónde has estado?,ADORMILADO
S150,150,Oración,S,Tutaraq hamusaq,Vengo en la mañanita,ADORMILADO
S151,151,Oración,S,Hayk’akama yupayta yachanki,¿Hasta cuanto sabes contar?,ADORMILADO
S152,152,Oración,S,Rit’ikama p’itani,Corro hasta la nieve,ADORMILADO
S153,153,Oración,S,Qanrayku ñak’arini,Sufro por ti,ADORMILADO
S154,154,Oración,S,Much’asqayrayku kusikun,Se alegró por besarle,ADORMILADO
S155,155,Oración,S,Wawayrayku wayk´uni,Cocino por mi bebé,ADORMILADO
S156,156,Oración,S,Sara sarapi tuparanchis,Nos encontramos en el maizal,ADORMILADO
S157,157,Oración,S,Llusk’a llusk’allaña mayu,Es muy rebaloso el rio,ADORMILADO
S158,158,Oración,S,Tayta mamay llaqtaman purinku,Mi mamá y mi papá caminan hacia el pueblo,ADORMILADO
S159,159,Oración,S,Masa masa purinkichis,Caminan en parejas,ADORMILADO
S160,160,Oración,S,Tusuqaypi sayk´urani,Me canse en el baile,ADORMILADO
S161,161,Oración,S,Mamantin risqa,Fue en compañía de su mamá,ADORMILADO
S162,162,Oración,S,Runakuna tukuy ima llank’aykunata ruwan,Las personas se dedican a todo tipo de trabajo,ADORMILADO
S163,163,Oración,S,Kay kuchunata pimanpas saqemuy,Deja a cualquiera este cuchillo,ADORMILADO
S164,164,Oración,S,Llapanchis wayk´unchis,Todos cocinamos,ADORMILADO
S165,165,Oración,S,Sapallay wasita ruwani,Construyo solo mi casa,ADORMILADO
S166,166,Oración,S,Kikiy yachay wasita rini,El mismo va a la escuela,ADORMILADO
S167,167,Oración,S,Mana pipas tusunchu,Nadie baila,ADORMILADO
S168,168,Oración,S,Taytay manan llank’anchu,Mi papá no trabaja,ADORMILADO
S169,169,Oración,S,"Hukniray asikuymi karan, pasaqpaq thakta qon.","Fue una de esas raras sonrisas, ofreciendo confianza y tranquilidad para siempre.",ADORMILADO
S170,170,Oración,S,Amas mikhunkichu,Dice que no vas a comer,ADORMILADO
S171,171,Oración,S,Llaqtaypi taytacha Euleteriota hatunchaspa raymichanku,En mi pueblo al abuelo eulogio lo fetejan,ADORMILADO
S172,172,Oración,S,Mana pipas kanchu,No hay nadie,ADORMILADO
S173,173,Oración,S,Killachay p’unchawpi llank’ani,Trabajo el lunes,ADORMILADO
S174,174,Oración,S,Simi mikhunapaq,La boca es para comer,ADORMILADO
S175,175,Oración,S,Qanwanmi rimayta munani,Quiero hablar contigo,ADORMILADO
S176,176,Oración,S,Masa turuwanmi llank’asaq,Trabajaré con la yunta,ADORMILADO
S177,177,Oración,S,Masa turuwanmi llank’asaq,Con el perro y con el gato juegan,ADORMILADO
S178,178,Oración,S,Takllawan masa turu yapun,Con la yunta ara el toro,ADORMILADO
S179,179,Oración,S,Qoranawan ch’akmasaq,Voltearé la tierra con el tirapie,ADORMILADO
S180,180,Oración,S,"Rodolfo, Raulpiwan takishanku",Rodolfo y Raúl (mas) están cantando,ADORMILADO
S181,181,Oración,S,Taytay mamaypiwan llank’anku,Mi papá y con mi mamá trabajan,ADORMILADO
S182,182,Oración,S,Chunka uraskama suyasqayki,Te espero hasta diez de la mañana,ADORMILADO
S183,183,Oración,S,Hayk’akama yupayta yachanki,¿Hasta cuanto sabes contar?,ADORMILADO
S184,184,Oración,S,Wasi wasiman hamunki,Vienes al techado (de casa),ADORMILADO
S185,185,Oración,S,Rumi rumipi urmarpani,Me caí en el pedregal,ADORMILADO
S186,186,Oración,S,Sara sarapi tuparanchis,Nos encontramos en el maiza,ADORMILADO
S187,187,Oración,S,Aqo aqo manka kashan,La olla está muy arenoso,ADORMILADO
S188,188,Oración,S,Llusk’a llusk’allaña mayu,Es muy rebaloso el rio,ADORMILADO
S189,189,Oración,S,Wayna sipaskuna hamuychis,Jóvenes y señoritas vengan,ADORMILADO
S190,190,Oración,S,Warmi qharin puñusharanku,Esposos y esposas están durmiendo,ADORMILADO
S191,191,Oración,S,Marthamanta allinpunin kasharqan ruwayninkuna allinpunin kay sasachaykunapi.,Estaba orgulloso de Martha y su comportamiento digno en circunstancias tan difíciles.,ADORMILADO
S192,192,Oración,S,Llapallan wayna sipaskunata rimaykusaq,Les hablaré a todos jóvenes,ADORMILADO
S193,193,Oración,S,Wakin tayta mamakuna takin,Algunos padres y madres cantan,ADORMILADO
S194,194,Oración,S,"Sapa p´unchay onqosqa mamanman watukuq risqa, mikhuchisqa, llapan tuta larunpi kasqa.","Todos los días  él visitó a su madre enferma, la alimentó, y se quedó a su lado durante toda la noche.",ADORMILADO
S195,195,Oración,S,Wawqe panaykuna wakata michin,Mis hermanos y hermanas pastorean la vaca,ADORMILADO
S196,196,Oración,S,Warmi qharikuna llank’anku,Mujeres y varones trabajan,ADORMILADO
S197,197,Oración,S,Warmi qhari tusun,Esposa y esposo baila/(las) parejas bailan,ADORMILADO
S198,198,Oración,S,Tayta mamay llaqtaman purinku,Mi mamá y mi papá caminan hacia el pueblo,ADORMILADO
S199,199,Oración,S,Runakuna tukuy ima llank’aykunata ruwanku,Las personas se dedican a todo tipo de trabajo,ADORMILADO
S200,200,Oración,S,Tukuy ima raymikuna apakun,Se realiza todo tipo de fiestas,ADORMILADO
S201,201,Oración,S,Chakra taypunaykupaq raymichay,Para la siembra hacemos fiesta,ADORMILADO
S202,202,Oración,S,"Añay sinchi llank´ananman, Maggie wak suyuta llank´aq rinqa.","Gracias a su arduo trabajo, Maggie podría ir al extranjero para trabajar.",ADORMILADO
S203,203,Oración,S,Kay kuchunata pimanpas saqemuy,Deja a cualquiera este cuchillo,ADORMILADO
S204,204,Oración,S,Mayqenpas tusuchun,Que baile cualquiera,ADORMILADO
S205,205,Oración,S,Lliw warmakuna rimanku,Hablan todos los niños,ADORMILADO
S206,206,Oración,S,Wakin sipaskuna purinku,Algunas señoritas caminan,ADORMILADO
S207,207,Oración,S,Sapallay wasita ruwani,Construyo solo mi casa,ADORMILADO
S208,208,Oración,S,Kikiy yachay wasita rini,El mismo va a la escuela,ADORMILADO
S209,209,Oración,S,Wakin warmikuna rimashan,Algunas mujeres están hablando,ADORMILADO
S210,210,Oración,S,"Tawa wataq mitánmi kan: t´ika mit´a, q´oñi mit´a, inkill mit´a chiri mit´awan.","Hay cuatro estaciones: primavera, verano, otoño e invierno.",ADORMILADO
S211,211,Oración,S,"Runakuna anchata khuyanku sapa nanay chhukusqanmanta, ichaqa maynillanpi kusisqa kanku mana nanayniyuq kaspa.","Las personas se quejan tanto en cada punzada de dolor, pero rara vez son felices cuando no lo sienten.",ADORMILADO
S212,212,Oración,S,Qhelqa patara ñawinchayqa aswan kusiskuypunin kan runakunaq kamasqan,Leer los libros es lo más divertido que la humanidad ha inventado.,ADORMILADO
S213,213,Oración,S,Qhepa kawsaypi ruwasqanchisqa kunan kawsaytan ruwan.,Las decisiones hechas en el pasado forman nuestro presente.,ADORMILADO
S214,214,Oración,S,"Hatun simp´asqa chukchantan aparan, manataq ima llut´isqapis uyanpi karqanchu.","Llevaba su largo cabello oscuro trenzado, y no había rastro de maquillaje en su cara.",ADORMILADO
S215,215,Oración,S,Kanmi runakuna anchata yachankuman kikinkumanta wak runakunamantaqa.,Hay personas que pueden aprender más de sí mismas que de otras.,ADORMILADO
S216,216,Oración,S,Kay teqsi muyupi kanmi huk suyashan hukta.,Alguien siempre está esperando por alguien más en el mundo.,ADORMILADO
S217,217,Oración,S,"Huk warmiqa manan ukukuchu, payqa manan sach´a sach´ata ayqekunqachu.","Una esposa no es un oso, ella no huirá a los bosques.",ADORMILADO
