qc,sp
"Rocotopa hawanninta kuchuspa, tapa hina, venankunata, muhukunatapas hurquy. Sapa rocotoman ch’aqchuykuspa pisi asukarta yapay. Chaykunataqa huk mankaman churaspa yakuwan tapaspa, huk ch’aqchuy vinagreta, 5 cucharadita azúcartawan yapaykusun. T’impunanpaq chayamuchun, hurquspa, maqchispa q’uñinanpaq saqiy. Chayta 3 kutita yapamanta ruwana. Cuidakuy rocoto mana arrugananpaq nitaq urmananpaq, allin takyasqa kananku.

Tukuyninpiqa, rocotos ukhunta pisi asukarwan ch’aqchuspa, paqarin p’unchawkama uma pataman churana. Huk sartenpi sinchi ninapi, aceiteta, ajota, tocinota, aychakunata, chorizota, yapaykusun hinaspa rawk’ana. Chaymanqa ch’uñuta, panka chilitapas yapaykusun, hinaspa pisillata wayk’una. Allinta chaqruna. Chaymanqa pasas, tomate pasta, kachi, pimienta ima churaspa 15 minutu yanuna. Tukuyninpiqa perejilta, cilantrota ima churaspa condimentota allichay. 5 minututawanraq q’uñichispa hurquy.

Rocotos nisqakunata ch’aqchuy. Sapakamamanmi huk llañu asukarta hich’ay, ñawpaq wakichisqawan hunt’achispataq huk sartenpi churana. Sapa rocotoman huk queso phatmata churaspa chay pataman kuchusqa tapata churana.

Huk mankapi kuskan vaso unuta kuskan jarra lechewan, 1 cuchara hak’uwan chaqruspa kachiwan timpuchina. Chaqruy. Rocotos platoman hich’aykuspataq chawpi hornopi 350oF (180oC) nisqapi 20 minutu yanuna.

Soqta uhu yuraqkunata k’ulluyanankama maqchiy, chaymantataq uhukunata, kachita, aceiteta ima churana. Rocotos hawaman churaspataq wakmanta hornoman churana quriyuq kanankama.

Papa tortapaqqa, huk qatata papa phatmasqata huk wirayuq platoman churaspa, puchuq quesowan tapay. Chayta yapamanta ruwana pukyu hunt’a kanankama. Huk mankapi 1 1⁄2 taza unuta chaqruna, puchuq lechewan, puchuq hak’uwan, aníswan, huk ch’aqchuy aceitewan kachiwan ima. Torta hawaman hich’ay. Chawpi hornopi 350oF (180oC) nisqapi papa yanukunankama yanuna. Chay mankata 6 uhu yuraq chaqrusqawan tapay, k’ulluyanankama maqchisqa, chaymanmi yapaykusun runtukunata, huk chhikan kachitapas. Quesowan ch’allaspa hornoman kutichiy quri q’illu kanankama. Aypuy.","	
Cortar la parte superior del rocoto, como una tapita, retirar las venas y las pepas. Enjuagar y echar en cada rocoto un poco de azúcar. Ponerlos en una olla, cubrir con agua, agregar un chorro de vinagre y 5 cucharaditas más de azúcar. Dejar que dé un hervor, retirar, colar y dejar enfriar. Repetir la operación 3 veces. Cuidar que el rocoto no se arrugue ni se deshaga, deben de quedar firmes.

Al final refregar con un poco de azúcar en el interior de los rocotos y colocar boca abajo hasta el día siguiente. En una sartén a fuego alto echar el aceite, el ajo, el tocino, las carnes, el chorizo y freír. Añadir la cebolla, el ají panca y cocinar un poco. Mezclar bien. Incorporar las pasas, la pasta de tomate, la sal, la pimienta y cocinar 15 minutos. Al final adicionar el perejil, el culantro y rectificar la sazón. Guisar 5 minutos más y retirar.

Enjuagar los rocotos. Echar una pizca de azúcar en cada uno de ellos, rellenar con la preparación anterior y colocar en una asadera. Poner una tajada de queso sobre cada rocoto y colocar encima la tapita que se cortó.

En un recipiente mezclar media taza de agua con medio tarro de leche, 1 cucharada de harina y sazonar con sal. Mezclar. Verter en la fuente de los rocotos y llevar a horno medio de 350ºF (180ºC) durante 20 minutos.

Batir seis claras de huevo a punto de nieve, adicionar las yemas, la sal y un chorrito de aceite. Poner encima de los rocotos y llevar nuevamente al horno hasta que dore.

Para el pastel de papa colocar en una fuente enmantequillada una capa de papas en rodajas y cubrir con el resto del queso. Repetir la operación hasta llenar la fuente. En un recipiente mezclar 1 ½ taza de agua con el resto de la leche, la harina restante, el anís, un chorro de aceite y la sal. Verter sobre el pastel. Llevar a horno medio de 350ºF (180ºC) hasta que la papa esté cocida. Cubrir la fuente con una mezcla de 6 claras de huevo batidas a punto de nieve a las cuales se les añade las yemas y una pizca de sal. Espolvorear con queso y llevar nuevamente al horno hasta que se doren. Servir."
"Chay chukchakunataqa sinchi yuraqman tukunankama maqchiy. Chaymanqa anís nisqatam yapaykusun, gota gota, maqachkaspa, chaynallataq chiri chullusqa mantequillatapas. Chaymanqa masapa necesitasqan hak’uta yapaykusun, hinaspataq globos nisqaman tukunankama masana.

Masata huk rodillowan huk centímetro rakhukama aysaspa kimsa discokunata kuchuspa yanuna, mana punkinanpaq, chaypaqqa iskaynin ladumanta huk k’aspiwan takasqa. Chayraq q’illuyayta qallariptinku hornomanta hurquna. Chancaca mielwan, almendrawan hunt’achiy.

Lachiwa:
Chay phatmasqa chancacata, asukarta, iskay vaso yakuta, canelata, clavota, cayena pimientota, naranjata, limón pusaqman kuchusqata ima, aceromanta utaq Teflon mankapi churana. Rakhuyaptinqa, llimp’ispa, sumaq phatmasqa nogalkunata, ñut’u cocokunata, maníta ima, ñut’usqa tortatapas yapaykusun. Ancha rakhu kaptin hurquy.","Batir las yemas hasta que se pongan duras y blanqueen. Agregar el anisado, gota a gota, mientras se sigue batiendo, así como la manteca derretida fría. Agregar la harina que pida la masa y amasar hasta que se hagan globitos.

Estirar la masa con un rodillo a un centímetro de grosor y cortar tres discos y hornearlos, cuidando que no se hinchen, para lo cual, se van golpeando con una madera por ambos lados. Sacar del horno cuando apenas empiecen a dorar. Rellenar con miel de chancaca y almendras.

Miel:
Poner en una olla de acero o teflón la chancaca picada, el azúcar, dos tazas de agua, la canela, el clavo, la pimienta de chapa, la naranja y el limón cortado en ocho. Cuando espese, colar y agregar las nueces finamente picadas y los coquitos y maní molidos así como el bizcocho desmenuzado. Sacar cuando esté bien espesa."
"Papata mayllana. Mankapi yakuwan kachiwan yanuna. Huk kuti yanusqaña, hurquspa qaranta hurquna.

Papa masata pasaspa q’uñichiy. Musuq uhuwan, kachiwan, pimientawan ima llañuyanankama masana. Sapaqchay.

Chay hunt’achiyta wakichinapaqqa 2 cuchara aceiteta chawpi mankapi utaq sartenpi churana. Siwullata q’illuyachispataq añuta yapaykusun. Chaymanqa waka aycha ñut’usqa, tomate phatmasqa ima churana. 5 minutu yanuspa, chaypiqa perejil, cilantro, aceitunas picadas, 3 uhukuna timpusqa phatmasqa, pasas ima churana. Kachiwan, pimientawan, pimentuwan ima timpuchina.

Hak’uyuq makikunawanqa papamanta huk chikanta (yaqa 1⁄2 taza) hapispa makiykipa palmanman churana, llañuyachispa. Chawpiman aycha hunt’achiyta huk t’aqa (1 cuchara) churay. K’uyuspa wisq’ay, kantunkunata ñit’ispa, oval nisqa rikch’ayta qospa. Papataqa hak’upi ch’akichiy, munaspaqa llamp’u maqasqa uhumanpas pasachiy. Papata tukunaykikama yapamanta ruwana.

Huk sartenpi 4 cuchara aceiteta ruphaykachina. Papata q’illuyachispa, allinta muyuchispa.
Arrozwan, salsa criollawan ima haywarina.

Almuerzo cajakunapaq yuyaychaykuna:
Chay hunt’asqa papata wakichispa rawk’ana. Chaykunata q’uñichispa sapankankuta rakhu aluminiomanta p’istuykusun. Allin p’istuykusqa kanan tiyan. Sapakamatam plástico bolsapi bolsapi churaspa sapaqmanta congelay.
Descongelarpaqqa temperatura ambiente nisqaman hurquna, chaymantataq hornopi ruphaykachispa termo nisqaman churana.","	
Lavar papas. Cocinar en una olla con agua y sal. Una vez cocidas, retirar y pelar.

Pasar por prensapapas y dejar enfriar. Amasar con un huevo fresco, sal y pimienta hasta que estén suaves. Separar.

Para preparar el relleno, poner 2 cucharadas de aceite en una olla o sartén mediana. Dorar la cebolla y agregar los ajos. Agregar carne molida y tomate picado. Cocinar por 5 minutos y agregar perejil, culantro, aceitunas picadas, 3 huevos cocidos picados y pasas. Sazonar con sal, pimienta y paprika.

Con las manos enharinadas tomar una porción de papas (½ taza aproximadamente) y ponerla en la palma de la mano, aplanándola. Poner en el centro una porción de relleno de carne (1 cucharada). Doblar y cerrar, presionando los bordes, dándole una forma ovalada. Pasar la papa por harina y si se desea, se puede pasar por huevo ligeramente batido también. Repetir hasta acabar con la papa.

Calentar 4 cucharadas de aceite en una sartén. Dorar la papa, dándole la vuelta con cuidado.
Servir con arroz y salsa criolla.

Sugerencias para la loncheras:
Preparar y freir las papas rellenas. Dejarlas enfriar y envolver cada una en papel aluminio grueso. Debe estar bien envuelta. Embolsar cada una en bolsa plástica y congelar por separado.
Para descongelar sacar a temperatura de ambiente, luego calentar en el horno y colocar en el thermo."
"Aguacatemanta pulpataqa cucharawan hurquna, yaqa 1 cm (1⁄2 pulgada) pulpata saqispa qaranpi. Aguacate ukuntapas, hurqusqa pulpatapas limón yakuwan ch’allaykusun, chaynapi mana yanaman tikrakunanpaq. Kay wakichisqawanmi aguacatepa qarankunata huntachiy.

T’anta phatmakunataqa sésamo muhuwan, cominowan ima huk platopi chaqruna. Ukhu platopi llamp’u maqasqa uhukunata churana, huk platomantaq hak’uta allinta qataykusun aguacate kuskankunata hak’upi, chaymantataq maqasqa uhupi, tukupaypitaq t’anta phatmakunapi. Aguacatetaqa t’antawan allinta tapay, chaymantataq ch’unqaq papelpi ch’akichina, chaymantataq hornota 200°C nisqaman ruphaykachispa, hornota churana. 15 minutupaq yanuna.

Mantequilla de Almendras:
Almendrakunataqa sartenpi q’illuyachiy. Suchuy. Huch’uy mankapi mantequillata chulluchispa pimentón nisqawan churana, almendrakunata chaqruspa 1 limón jugota churana. 1 2 minutukunata kuyurichiy Aguacatekunata huk platoman churaspa almendra mantequillawan ch’aqchuy Aguacatekunata ñawpaqmantaraq wakichiyta atinki, hinaspa huk kuti rawk’asqata refrigeradorpi churawaq. Manaraq haywachkaspa, hornoman churay.","Remover la pulpa de las paltas con una cuchara dejando aproximadamente 1 cm (½ pulgada) de pulpa sobre la cáscara. Rociar con el jugo de limón el interior de la palta y la pulpa que se retiró, para que no se ponga negra.Mezclar los ajos triturados con el queso Camembert, finas hierbas, salsa de tabasco, sal y pimienta. Llenar con esta preparación los cascarones de las paltas.Pelar cuidadosamente las paltas.

Mezclar el pan molido con el ajonjolí y el comino en un plato. Colocar los huevos ligeramente batidos un plato hondo y la harina en otro plato.Pasar las mitades de palta cuidadosamente por harina, luego por el huevo batido y por último pasarla por pan molido. Cubrir bien la palta con el pan.Sellar en una sartén ligeramente engrasada y escurrirlos luego en papel absorbente.Calentar el horno a 400°F (200°C) y colocar las paltas en una placa para horno. Hornear por 15 minutos.

Mantequilla de Almendras:
Dorar las almendras en una sartén. Retirar. Derretir la mantequilla en una olla pequeña y agregar la páprika, mezclar y añadir almendras el jugo de 1 limón. Mover 1 a 2 minutos.Poner las paltas en un plato y rociar con mantequilla de almendras.Se pueden preparar las paltas con anticipación y refrigerar ya fritos. Antes de servir meter al horno."
"Pallarkunataqa hatun mankapi churaspa yakuwan tapaykusun. Manañan chaykunataqa ñawpaqmantaraq ch’akichinachu.

Ruphayman apaspa yaqa 5 minutu utaq qaran mana sasachakuspalla lluqsinankama timpuchina. Pallarkunata yakuta hurquspa qaranta hurquspa. Yakuwan yapamanta tapaspa yanusqa llampuyanankama ruphayman kutichiy.

Chayta ch’akichispa wayk’una unuwan chaqruna, chaymantataq sumaq coladorwan pasay. Mantequillata chaqruy. Puréqa llañullaña hinaspa cremosoyuqmi kanan.

Kachiwan, pimientawan ima timpuchina.

Ruphaypi serviy.","	
Colocar los pallares en una olla grande y cubrir con agua. No hay necesidad de remojarlos previamente.

Llevarlos al fuego y dejar que hiervan alrededor de 5 minutos o hasta que la cáscara se desprenda fácilmente. Escurrir y pelar los pallares. Cubrir de nuevo con agua y regresar al fuego hasta que se cocinen y estén suaves.

Escurrir y licuar con la cantidad necesaria del agua de cocción y pasar luego por un colador fino. Mezclar mantequilla. El puré debe tener una textura suave y cremosa.

Sazonar con sal y pimienta.

Servir caliente."
"Pulpota mayllaspa q’ara kachiwan ch’aqchuy. Huk mankapa uranpi tomate phatmakunata churaspa hawanman pulpota churana. Yaqa 25 minutu tapasqa yanuna. Pulpopa llampu kayninta pruebana, mana q’uñi kananpaq, nitaq llumpay yanusqa kananpaq, iskayninpi sasa kanman.
Pulpota mankamanta hurquspa, rakhu mayllana pañuelowan, maqchiy, wakin yana qarata hurqunapaq. Yakuwan mayllana. Umata kuchuspa huk wakichiypaq waqaychay.

Chay pulpotaqa bias nisqapi kuchuy.
Aceiteta ruphaykachispa ch’uñuta yapaykusun. Chaykunataqa ch’uya kanankama sanuy. Chaymanqa añuta, kachita, pimienta, yanusqaña, kuchusqa pulpotapas yapaykusun hinaspa mantequillawan qhatiyachiyta hinalla. Chaymanqa cilantrota, ch’uñu chinota, rocotota, tomateta ima churaspa iskay kimsa minutullata q’uñichina. Tukuyninpiqa Worcestershire salsata, silaota, vinota ima yapay. Allinta kuyurichispa, platopi servispa chay pataman friturakunata churana.
Yuraq arrozwan kuska haywarina.","Lavar el pulpo y frotarlo con sal gruesa. Acomodar las tajadas de los tomates al fondo de una olla y colocar el pulpo encima. Cocinar tapado por aproximadamente 25 minutos. Es necesario ir probando la suavidad del pulpo para que no quede crudo ni se cocine demasiado, ya que en ambas situaciones quedaría duro.
Retirar el pulpo de la olla y con una toallita gruesa, frotarlo para eliminar algo de la piel oscura. Enjuagarlo con agua. Cortar la cabeza y reservarla para otra preparación.

Picar el pulpo al sesgo.
Calentar aceite y agregar las cebollas. Saltarlas hasta que estén transparentes. Agregar el ajo, sal, pimienta, pulpo ya cocido y picado y seguir salteándolo con la mantequilla. Agregar el culantro, la cebolla china, el rocoto y el tomate y saltear unos minutos. Al final agregar la salsa inglesa, sillao y vino. Mover bien, servir en una fuente y colocar las papas fritas encima.
Acompañar con arroz blanco."
"Pimentukunataqa kuskanman kuchuspa, largonman, muhukunata, venasninta ima hurquna. Huk mankapi churaspa chiri yakuwan tapaykusun.

Mana sasachakuspalla qaranta timpuchina. Chaykunataqa llañu llañuman kuchuy. Pimentukuna ancha suni kaptinqa kuskanman kuchuna. Llapallankum kaqlla anchoyuq hinaspa suni kanankupaq qaway.

Huk kuti qaranmanta lluqsispa, huk mankapi churaspa, ajo, limón, kachi, pimienta, aceite ima chaqrusqawan marinana. Tukuy imata allinta chaqruspa, Pukyuta plásticowan tapaspa refrigeradorpi churana. Aswan allinmi kanman huk punchaw ñawpaqtaraq preparay. Chaytaqa achka punchawmi refrigeradorpi waqaychanman.","Cortar los ajíes por mitad, longitudinalmente, retirar las semillas y las venas. Colocarlos en una olla y cubrirlos con agua fría.

Llevarlos a hervir hasta que sea posible pelarlos sin dificultad. Cortarlos en tiras delgadas. Si los ajíes fuesen muy largos, cortarlos por mitad. Procurar que todos tengan el mismo ancho y largo.

Una vez que estén pelados colocarlos en una fuente y macerarlos con una mezcla de ajo, limón, sal, pimienta y aceite. Mezclar todo bien, Tapar la fuente con film plástico y refrigerar. Es mejor prepararlo la víspera. Se puede guardar varios días en refrigeración."
"Sarataqa 2 cm phatmakunapi iskay kimsa anís granukunawan yanuna.

Papata yanuspa, qaranta hurquspa 2 cm phatmaman kuchuspa.

Challwata yakuwan, kachiwan mayllana. Chaymantaqa 1manta 2cmkama cuadradokunapi kuchuna.

Ch’uñuta kuchuspa, kachita yapay.

Challwata huk platoman churaspa, ñut’usqa ajowan kachiwan ima timpuchina. Chaymanqa ají limosina sumaq kuchusqata, chayraq siq’isqa limón, pimienta, coriandro phatmasqa ima churana. 10 minutu samananpaq saqiy. Chay picante jugota pruebay. Challwa pataman ch’uñuta churay.

Chay mikhunata sarawan, chili limowan juch’uy phatmakunapi, papawan, lechuga raphikunawan ima sumaqchay.","Cocinar el choclo en rodajas de 2 cm con unos granos de anís.

Cocinar los camotes, pelarlos y cortarlos en rodajas de 2 cm.

Lavar el pescado con agua y sal. Cortarlo luego en cuadrados de 1 a 2cm.

Cortar la cebolla a la pluma, ponerle sal.

Poner el pescado en una fuente y sazonar con ajo chancado y sal. Añadir el ají limo picado chiquito y el limón recién exprimido, la pimienta y el culantro picado. Dejarlo reposar 10 minutos. Probar el picante del jugo. Colocar cebolla encima del pescado.

Adornar la fuente con el choclo, el ají limo en pequeñas rodajas, el camote y las hojas de lechuga."
"Huk mankapi aceiteta ruphaykachispa ñut’u chilita, ajota, cominota, ch’uñuta ima churana. Wakin kutipi kuyurichispa yanuna, tukuy imapas yanukunankama. 2 vaso yakuta churaspa kachiwan timpuchiy.
T’impuchispataq lecheta, queso phatmasqata, papata ima churana. Tukuyninpiqa habasta, huacatay k’allmatapas yapaykusun. Hukmanta timpuchiy 10 minutupaq chawpi ninapi.
Arrozwan kuska serviy. Perejil phatmasqawan ch’allaykusun.","	
Calentar el aceite en una olla y agregar el ají molido, ajo, comino y la cebolla. Cocinar, moviendo ocasionalmente hasta que todo esté bien cocido. Agregar 2 tazas de agua y sazonar con sal.
Llevar a hervir y agregar la leche, el queso picado, y las papas. Finalmente agregar las habas y la ramita de huacatay. Llevar a hervir nuevamente durante 10 minutos a fuego mediano.
Servir acompañado de arroz. Espolvorear con perejil picado."
Colocar en un pan chapla o serrano tres aceitunas cortadas sin pepas y una tajada de queso fresco en cubitos.,"Kimsa aceitunas mana muhuyuq kuchusqata, huk musuq queso phatmatapas cubos nisqaman churana chapla utaq serrano t’anta patapi."
"Mezclar en un plato hondo una cucharada de atún escurrido y en trocitos con una cucharadita de cebolla en cubitos y cinco hojas de perejil lavado y picado.
Colocar la mezcla en un pan francés.","Ukhu platopi huk cuchara ch’akisqa, phatmasqa atún nisqawan huk cucharadita ch’uñu kuchusqawan, pichqa raphiwan mayllasqa, k’utusqa perejilwan chaqruna.
Chay chaqrusqata huk francés tanta pataman churay."
"Hatun mankapi morado sarata, manzana qaranta, piña qaranta, kanelata, clavota ima 3 litro yakuwan timpuchina.

Pisi ninapi 45 minutu yanuna.

Kay yakuta ch’aqchunanpaq, reservananpaq ima.

Chay conchakunataqa yapamantam timpuchina 1 litro kuskan yakuwan pisi ninapi hinaspa 45 minutotawan tapaykusun.

Ñawpaq yakuwan k’askaykuspa hukllana. Chaymanqa asukarta (malliykusqanman hina) hinaspa limón yakutapas yapay.

Chiriyasqata haywarina.","	
En una olla grande hervir el maíz morado, las cáscaras de manzana, las de piña, la canela y clavo de olor con 3 litros de agua.

Cocinar tapado a fuego lento por 45 minutos.

Colar y reservar este líquido.

Volver a hervir las cáscaras con 1 litro y medio más de agua a fuego lento y tapado por otros 45 minutos.

Colar y juntar con el líquido anterior. Añadirle azúcar (al gusto) y el jugo de limón.

Servir helada."
